provincia,ciudad,sector,tipo_propiedad,habitaciones,banos,parqueos,m2_construccion,precio_usd
Santiago,Santiago de los Caballeros,El Dorado II,Apartamento,4,4,1,234,261144.00
Distrito Nacional,Santo Domingo,Mirador Sur,Townhouse,3,2,1,78,149058.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,5,6,3,338,406614.00
Santiago,Santiago de los Caballeros,Cerro Alto,Casa,5,6,4,400,590000.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,4,1,2,161,193200.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,1,3,1,253,383801.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,1,3,1,162,258390.00
La Altagracia,Punta Cana,Cocotal,Apartamento,4,1,2,133,217322.00
Santiago,Santiago de los Caballeros,La Barranquita,Villa,5,3,4,337,557398.00
Distrito Nacional,Santo Domingo,Mirador Sur,Villa,6,4,4,592,1270432.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,5,3,3,486,1034208.00
Samaná,Las Terrenas,Playa Bonita,Casa,4,6,3,598,1052480.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,2,1,2,132,203940.00
La Romana,La Romana,Casa de Campo,Villa,6,5,3,507,1550913.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Penthouse,4,3,3,353,686585.00
Samaná,Las Terrenas,Cosón,Apartamento,3,3,2,50,100650.00
La Romana,La Romana,Central Romana,Apartamento,1,4,2,71,92584.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,6,4,3,250,290750.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,3,1,2,204,293352.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,4,3,1,183,453840.00
La Romana,La Romana,Central Romana,Apartamento,4,3,2,163,324207.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,1,4,1,142,250914.00
Santiago,Santiago de los Caballeros,Los Colegios,Apartamento,2,3,1,246,488064.00
La Romana,La Romana,Buena Vista,Apartamento,1,3,2,254,370078.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Villa,5,6,2,678,1138362.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Villa,5,3,3,654,1180470.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,1,1,2,214,345824.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Villa,5,6,3,426,940608.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Villa,5,6,3,316,380464.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,3,4,2,76,118332.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,4,3,1,150,265950.00
La Altagracia,Punta Cana,El Cortecito,Casa,5,3,2,328,638944.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,1,3,2,241,413797.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Penthouse,3,5,3,426,677340.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,1,2,2,92,146096.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,3,1,2,76,122740.00
Puerto Plata,Puerto Plata,Playa Dorada,Townhouse,4,1,2,236,497724.00
Samaná,Las Terrenas,Cosón,Apartamento,2,3,1,192,348480.00
La Altagracia,Punta Cana,Cocotal,Apartamento,1,2,2,122,227286.00
Puerto Plata,Puerto Plata,Sosúa,Casa,3,3,4,577,609312.00
Distrito Nacional,Santo Domingo,Naco,Apartamento,1,1,1,162,294192.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,3,1,2,189,375165.00
Samaná,Las Terrenas,Playa Bonita,Penthouse,4,4,4,270,624780.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,3,2,2,163,313286.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Townhouse,4,4,1,144,263376.00
La Romana,La Romana,Central Romana,Apartamento,4,1,2,82,112504.00
La Romana,La Romana,Central Romana,Casa,3,3,2,533,569244.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,4,2,4,659,977956.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,2,4,2,222,346320.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,4,4,1,227,374096.00
La Romana,La Romana,Casa de Campo,Casa,3,2,3,413,1020936.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,2,4,1,181,263536.00
La Altagracia,Punta Cana,Cap Cana,Penthouse,5,4,2,461,1936200.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,6,5,4,286,294866.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Townhouse,2,1,2,210,302400.00
La Altagracia,Punta Cana,Cap Cana,Villa,3,2,4,680,2280720.00
La Romana,La Romana,Central Romana,Villa,4,4,4,493,816901.00
La Altagracia,Punta Cana,El Cortecito,Townhouse,3,4,2,229,352431.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,3,3,2,69,91356.00
La Romana,La Romana,Casa de Campo,Apartamento,3,1,1,147,460404.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,2,1,1,191,249255.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,4,3,1,187,312664.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,4,3,2,256,354304.00
La Romana,La Romana,Casa de Campo,Casa,5,4,2,279,465651.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,4,5,2,380,324140.00
La Romana,La Romana,Buena Vista,Villa,6,4,3,674,636256.00
Samaná,Las Terrenas,Playa Bonita,Townhouse,4,4,1,189,299565.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,5,2,3,611,1337479.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Villa,6,3,2,690,794190.00
Distrito Nacional,Santo Domingo,Gazcue,Apartamento,4,1,2,76,161576.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,4,3,3,484,1059960.00
La Altagracia,Punta Cana,El Cortecito,Casa,6,5,3,291,598005.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,3,2,1,,240188.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,4,1,1,126,172242.00
La Altagracia,Punta Cana,White Sands,Townhouse,4,1,1,191,237031.00
La Altagracia,Punta Cana,Cocotal,Apartamento,2,4,1,198,376398.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,1,2,113,139781.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,4,2,2,93,178746.00
Distrito Nacional,Santo Domingo,Bella Vista,Casa,6,6,4,205,405285.00
La Romana,La Romana,Buena Vista,Apartamento,3,1,1,204,321096.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,3,2,1,51,98736.00
La Altagracia,Punta Cana,El Cortecito,Casa,5,2,3,498,767916.00
Santiago,Santiago de los Caballeros,La Barranquita,Apartamento,3,1,1,91,115206.00
Santiago,Santiago de los Caballeros,Gurabo,Penthouse,3,3,4,345,651015.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,4,1,1,136,275944.00
Santo Domingo,Santo Domingo Este,San Isidro,Penthouse,3,4,4,233,441069.00
Distrito Nacional,Santo Domingo,La Julia,Apartamento,4,1,2,68,92820.00
Santiago,Santiago de los Caballeros,La Barranquita,Casa,3,5,3,733,970492.00
La Romana,La Romana,Central Romana,Apartamento,2,4,2,193,314590.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,4,4,2,220,438240.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,2,3,2,217,683116.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,4,2,1,108,168696.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,4,4,2,243,515889.00
Santiago,Santiago de los Caballeros,Villa María,Casa,3,4,4,467,906914.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,4,2,1,188,242332.00
La Altagracia,Punta Cana,El Cortecito,Casa,5,4,2,675,644625.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,3,3,2,155,207700.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Casa,6,5,3,640,1018240.00
Santiago,Santiago de los Caballeros,Villa María,Apartamento,4,2,2,88,126720.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,5,4,4,205,259530.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,3,4,2,239,466767.00
Distrito Nacional,Santo Domingo,Renacimiento,Apartamento,2,4,1,105,143850.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,4,4,2,162,302454.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,4,1,146,227176.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,4,1,1,64,127744.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,6,3,2,213,358479.00
La Romana,La Romana,Central Romana,Penthouse,4,3,2,338,640172.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,2,2,2,121,226996.00
Distrito Nacional,Santo Domingo,Renacimiento,Villa,3,5,4,444,1020756.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,3,2,1,137,273452.00
La Romana,La Romana,Buena Vista,Apartamento,2,3,1,84,179340.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,1,1,2,117,293553.00
La Romana,La Romana,Central Romana,Apartamento,4,3,1,77,103026.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,1,3,1,142,257872.00
Santiago,Santiago de los Caballeros,Cerro Alto,Apartamento,1,3,1,163,316220.00
Santiago,Santiago de los Caballeros,Cerro Alto,Apartamento,1,4,2,190,382660.00
La Romana,La Romana,Buena Vista,Casa,4,2,2,313,374035.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Villa,6,2,2,513,1024461.00
Puerto Plata,Puerto Plata,Torre Alta,Penthouse,5,5,4,287,747635.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,4,2,2,101,126856.00
Santiago,Santiago de los Caballeros,Cerro Alto,Villa,5,5,2,295,536900.00
Samaná,Las Terrenas,Cosón,Apartamento,1,4,1,110,164780.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,1,3,1,229,271136.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,1,2,1,87,124062.00
Distrito Nacional,Santo Domingo,Naco,Apartamento,4,3,2,143,366938.00
Santo Domingo,Santo Domingo Este,San Isidro,Casa,6,6,2,249,239787.00
Santiago,Santiago de los Caballeros,La Barranquita,Apartamento,4,3,1,249,323700.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,4,3,2,93,173538.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,5,4,4,735,908460.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,3,4,1,110,169620.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,1,4,1,253,323840.00
Santiago,Santiago de los Caballeros,Villa María,Apartamento,2,2,1,152,318288.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,3,1,2,51,66045.00
La Altagracia,Punta Cana,Bávaro,Apartamento,4,4,2,221,302770.00
Distrito Nacional,Santo Domingo,Mirador Sur,Casa,3,6,2,227,248338.00
La Romana,La Romana,Casa de Campo,Apartamento,3,2,1,108,235116.00
Samaná,Las Terrenas,Cosón,Villa,5,6,4,382,697532.00
Samaná,Las Terrenas,Cosón,Apartamento,1,3,2,132,178860.00
Santo Domingo,Santo Domingo Este,San Isidro,Villa,6,2,3,348,309372.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Villa,6,4,4,293,434812.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,4,2,2,90,170010.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,2,1,1,126,259812.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,4,4,2,93,151404.00
Santiago,Santiago de los Caballeros,La Trinitaria,Apartamento,2,3,2,209,662948.00
La Romana,La Romana,Buena Vista,Casa,6,4,3,292,449972.00
Puerto Plata,Puerto Plata,Costámbar,Casa,3,3,4,228,299364.00
Santiago,Santiago de los Caballeros,Gurabo,Apartamento,2,3,2,198,387486.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,3,1,1,157,443996.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,3,1,153,287946.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,2,1,1,155,243660.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,3,1,1,223,396940.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,3,5,2,366,607926.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,5,5,4,193,168489.00
Santo Domingo,Santo Domingo Este,Las Américas,Casa,4,3,3,720,1013760.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,4,4,4,607,1366357.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,1,3,1,202,230280.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,2,3,2,236,373588.00
Puerto Plata,Puerto Plata,Costámbar,Casa,4,3,4,196,397096.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,4,4,1,215,578995.00
Santiago,Santiago de los Caballeros,Cerro Alto,Apartamento,4,2,2,131,213792.00
Distrito Nacional,Santo Domingo,Gazcue,Casa,4,2,3,684,1419984.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,4,3,2,196,305760.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,2,4,1,120,210480.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,3,2,2,192,298560.00
La Altagracia,Punta Cana,El Cortecito,Casa,3,3,2,200,367000.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,2,1,1,108,212328.00
Santiago,Santiago de los Caballeros,El Dorado II,Villa,4,4,3,439,392466.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,4,2,1,111,174381.00
La Altagracia,Punta Cana,Bávaro,Apartamento,1,4,1,82,131938.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,3,5,4,271,433058.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,4,1,2,212,255884.00
Santiago,Santiago de los Caballeros,Cerro Alto,Casa,5,4,3,492,489540.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,3,3,1,83,145748.00
Santo Domingo,Santo Domingo Oeste,Herrera,Penthouse,5,3,4,266,534660.00
La Altagracia,Punta Cana,Bávaro,Apartamento,2,3,2,245,303800.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Villa,3,4,4,689,1028677.00
La Altagracia,Punta Cana,El Cortecito,Penthouse,4,4,2,308,786632.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,1,4,1,240,465600.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,3,4,1,130,177970.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,1,3,1,124,271932.00
Distrito Nacional,Santo Domingo,La Julia,Apartamento,4,3,2,202,406424.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,4,1,179,212294.00
Samaná,Las Terrenas,Playa Bonita,Casa,3,4,3,278,264656.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,1,2,1,121,229900.00
Santo Domingo,Santo Domingo Este,San Isidro,Penthouse,5,5,2,428,1087120.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,3,1,2,157,187301.00
La Altagracia,Punta Cana,White Sands,Casa,6,4,3,750,1461000.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,1,1,2,89,186811.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,1,3,2,89,133055.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,3,1,2,182,283374.00
Distrito Nacional,Santo Domingo,Sarasota,Casa,6,6,3,712,1477400.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Townhouse,3,1,2,138,231978.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,6,2,3,576,1056384.00
Santiago,Santiago de los Caballeros,Gurabo,Penthouse,4,5,4,433,1047860.00
La Altagracia,Punta Cana,Bávaro,Villa,5,5,2,266,457520.00
Santiago,Santiago de los Caballeros,Villa María,Apartamento,3,3,2,103,177263.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,4,2,1,54,62964.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,3,4,2,244,375272.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,4,2,1,223,336507.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,4,1,1,156,205920.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,2,1,1,86,140782.00
Distrito Nacional,Santo Domingo,Bella Vista,Townhouse,3,3,2,56,68208.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,1,1,1,195,412425.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,6,3,3,566,593734.00
Puerto Plata,Puerto Plata,Cabarete,Casa,5,3,4,405,900720.00
Distrito Nacional,Santo Domingo,Piantini,Casa,3,4,2,500,908000.00
Samaná,Las Terrenas,Cosón,Apartamento,2,1,2,227,378863.00
Santo Domingo,Santo Domingo Este,San Isidro,Townhouse,4,3,2,155,293415.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,3,1,2,90,125730.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,3,4,1,51,113730.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,4,4,2,561,915552.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Villa,3,3,3,260,572000.00
La Altagracia,Punta Cana,Cocotal,Apartamento,1,3,1,182,261898.00
La Romana,La Romana,Casa de Campo,Apartamento,4,4,2,61,126209.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,4,3,2,174,203232.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,4,1,133,184471.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,3,3,2,89,100570.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,3,2,2,187,356048.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,6,3,3,258,377712.00
La Altagracia,Punta Cana,Bávaro,Casa,3,2,4,212,482088.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,1,3,1,204,328236.00
Samaná,Las Terrenas,Cosón,Casa,3,2,3,645,670155.00
La Romana,La Romana,Central Romana,Villa,3,2,4,308,460460.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,5,5,3,745,1653900.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,3,3,3,260,370500.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,1,1,1,129,144351.00
La Altagracia,Punta Cana,Bávaro,Apartamento,2,2,2,212,283444.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,3,3,2,59,125552.00
La Altagracia,Punta Cana,El Cortecito,Casa,5,2,3,644,678776.00
Santiago,Santiago de los Caballeros,Villa Olga,Apartamento,1,1,1,76,124412.00
La Altagracia,Punta Cana,El Cortecito,Casa,6,3,2,648,985608.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,3,5,4,454,410870.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Villa,6,4,3,717,1269807.00
Distrito Nacional,Santo Domingo,Mirador Sur,Penthouse,3,5,2,337,776785.00
Samaná,Las Terrenas,Cosón,Casa,6,4,2,184,301576.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Casa,6,4,2,246,563094.00
La Romana,La Romana,Casa de Campo,Apartamento,4,2,1,225,409275.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Townhouse,4,3,2,154,199122.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,3,5,3,201,195975.00
Santiago,Santiago de los Caballeros,Villa Olga,Casa,6,5,4,487,973513.00
Puerto Plata,Puerto Plata,Playa Dorada,Villa,5,6,3,709,703328.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Villa,4,5,2,205,196595.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,3,5,3,407,890923.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,3,2,1,258,303150.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,3,5,2,613,586028.00
Distrito Nacional,Santo Domingo,Gazcue,Apartamento,2,1,2,123,209223.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,4,4,2,108,170100.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,4,3,2,91,142688.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,2,1,142,227058.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,2,4,2,139,331515.00
Puerto Plata,Puerto Plata,Sosúa,Townhouse,4,4,1,76,154280.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,2,3,2,233,328763.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Villa,6,4,4,429,910767.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,4,4,1,116,146160.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,1,4,2,162,189216.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,1,4,1,131,268157.00
Samaná,Las Terrenas,Playa Bonita,Casa,3,5,2,527,474300.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,2,3,2,150,257850.00
Puerto Plata,Puerto Plata,Cabarete,Villa,6,2,2,483,1065981.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,2,2,2,219,300030.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Villa,3,6,3,587,1199828.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,1,3,1,209,304095.00
Puerto Plata,Puerto Plata,Sosúa,Casa,3,2,4,236,240720.00
La Altagracia,Punta Cana,El Cortecito,Casa,3,6,3,377,754000.00
Santiago,Santiago de los Caballeros,Los Colegios,Townhouse,1,2,1,109,120118.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,2,3,2,196,235984.00
La Romana,La Romana,Buena Vista,Apartamento,2,2,1,65,106600.00
Santiago,Santiago de los Caballeros,El Dorado II,Apartamento,4,2,2,142,248358.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,2,1,1,85,97070.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,4,3,1,173,326451.00
Santo Domingo,Santo Domingo Este,Lucerna,Apartamento,2,1,1,98,190708.00
Santiago,Santiago de los Caballeros,El Dorado II,Apartamento,4,2,2,179,266173.00
La Altagracia,Punta Cana,White Sands,Apartamento,1,4,2,161,267260.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Casa,3,6,4,413,907774.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,4,5,3,284,343072.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,5,6,4,508,603504.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,6,4,3,488,1098000.00
La Romana,La Romana,Buena Vista,Apartamento,2,4,2,179,238249.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,2,2,1,159,258693.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,1,3,2,172,219128.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,1,4,1,249,519414.00
La Romana,La Romana,Buena Vista,Penthouse,3,3,3,515,875500.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,3,4,1,169,244036.00
Santo Domingo,Santo Domingo Este,San Isidro,Casa,6,5,4,203,262479.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,3,1,1,94,164876.00
La Altagracia,Punta Cana,White Sands,Apartamento,4,4,1,234,475488.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,3,4,2,245,443205.00
Santo Domingo,Santo Domingo Este,Las Américas,Townhouse,2,3,2,118,150332.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,2,4,2,53,81991.00
La Romana,La Romana,Buena Vista,Casa,5,5,4,654,1132728.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Casa,5,3,2,392,357504.00
